QuestionText,Label
"Novorođenče odbija svaki obrok i letargično je, šta da radim?",True
"Kako pripremiti bebu za prvi izlet vani, šta da radim?",False
"Primijetila sam krv u povraćanju kod bebe. Šta mi savjetujete?",True
"Molim savjet - koje su preporuke za kupanje novorođenčeta.",False
"Poštovani doktore, beba se guši i ne može doći do daha?",True
"Dijete se opeklo i koža je jako crvena i mjehuri se. Šta mi savjetujete?",True
"Dobar dan, kada mogu početi sa uvođenjem sokova?",False
"Kako izgleda zdrav ritam hranjenja za uzrast od 3 mjeseci. Šta mi savjetujete?",False
"Da li je normalno da beba puno spava tokom dana. Šta mi savjetujete?",False
"Molim savjet - dijete diše veoma brzo i teško.",True
"Zanima me sljedeće: beba je pala i sada povraća i jako je pospana?",True
"Brinem se jer novorođenče odbija svaki obrok i letargično je.",True
"Dobar dan, koja hrana je najbolja za uvođenje u ishranu?",False
"Molim savjet - dijete je jako pospano i teško ga je probuditi.",True
"Imam pitanje: kada beba obično počinje govoriti prve riječi?",False
"Kada beba obično počinje govoriti prve riječi. Šta mi savjetujete?",False
"Imam pitanje: kada mogu početi sa uvođenjem sokova?",False
"Imam pitanje: dijete se opeklo i koža je jako crvena i mjehuri se?",True
"Molim savjet - usne i koža oko usta su mu/joj modre.",True
"Kada se preporučuje prva redovna vakcina?",False
"Treba mi savjet doktora: kada beba obično počinje govoriti prve riječi.",False
"Zanima me sljedeće: kako uspostaviti stabilnu rutinu spavanja?",False
"Zanima me sljedeće: koliko sati sna je normalno za bebu od 15 mjeseci?",False
"Treba mi savjet doktora: beba povraća bez prestanka već nekoliko sati.",True
"Treba mi savjet doktora: beba ima temperaturu a mlađa je od tri mjeseca.",True
"Molim savjet - koja hrana je najbolja za uvođenje u ishranu.",False
"Imam pitanje: dijete diše veoma brzo i teško?",True
"Dobar dan, beba ima visoku temperaturu preko 39 stepeni?",True
"Dijete je progutalo nešto strano ili moguć otrov. Šta mi savjetujete?",True
"Molim savjet - dijete je progutalo nešto strano ili moguć otrov.",True
"Beba ima jaku bol u stomaku i ne miče se. Šta mi savjetujete?",True
"Molim savjet - dijete se opeklo i koža je jako crvena i mjehuri se.",True
"Brinem se jer kada beba obično počinje govoriti prve riječi.",True
"Koliko puta dnevno treba mijenjati pelene, šta da radim?",False
"Brinem se jer da li je u redu da beba spava na stomaku uz nadzor.",False
"Treba mi savjet doktora: da li trebam brinuti ako beba ne voli određenu hranu.",False
"Beba povraća bez prestanka već nekoliko sati. Šta mi savjetujete?",True
"Zanima me sljedeće: kada beba obično počinje govoriti prve riječi?",False
"Zanima me sljedeće: beba ima visoku temperaturu preko 39 stepeni?",True
"Koža bebe je postala jako blijeda ili žuta. Šta mi savjetujete?",True
"Kada se preporučuje prva redovna vakcina, šta da radim?",False
"Zanima me sljedeće: da li je normalno da beba puno spava tokom dana?",False
"Koža bebe je postala jako blijeda ili žuta. Šta mi savjetujete?",True
"Primijetila sam krv u stolici kod bebe?",True
"Poštovani doktore, pojavio se osip koji se brzo širi po tijelu?",True
"Dobar dan, koje su preporuke za prve cipelice?",False
"Dobar dan, beba je pala i sada povraća i jako je pospana?",True
"Poštovani doktore, koliko je normalno da beba plače tokom dana?",False
"Treba mi savjet doktora: beba ima ukočen vrat i ne podnosi svjetlo.",True
"Brinem se jer kada mogu početi sa uvođenjem sokova.",False
"Treba mi savjet doktora: temperatura ne pada ni nakon lijeka već satima.",True
"Molim savjet - dijete je progutalo nešto strano ili moguć otrov.",True
"Brinem se jer da li trebam brinuti ako beba ne voli određenu hranu.",False
"Brinem se jer usne i koža oko usta su mu/joj modre.",True
"Dobar dan, koje vitamine treba davati bebi?",False
"Dijete ne diše normalno i teško hvata zrak?",True
"Dobar dan, usne i koža oko usta su mu/joj modre?",True
"Treba mi savjet doktora: koliko sati sna je normalno za bebu od 15 mjeseci.",False
"Brinem se jer pojavio se osip koji se brzo širi po tijelu.",True
"Beba jako plače i ne može se smiriti već duže vrijeme, šta da radim?",True
"Poštovani doktore, koje igračke su prikladne za uzrast od 1 mjeseci?",False
"Molim savjet - da li trebam brinuti ako beba ne voli određenu hranu.",False
"Brinem se jer dijete je dobilo grčeve/konvulzije.",True
"Dijete diše veoma brzo i teško, šta da radim?",True
"Kada beba obično počinje govoriti prve riječi?",False
"Brinem se jer usne i koža oko usta su mu/joj modre.",True
"Treba mi savjet doktora: koža bebe je postala jako blijeda ili žuta.",True
"Beba hripa i uvlači rebra pri disanju. Šta mi savjetujete?",True
"Poštovani doktore, beba povraća bez prestanka već nekoliko sati?",True
"Treba mi savjet doktora: da li je normalno da beba često podriguje nakon hranjenja.",False
"Molim savjet - koje vitamine treba davati bebi.",False
"Molim savjet - primijetila sam krv u stolici kod bebe.",True
"Zanima me sljedeće: koje su preporuke za kupanje novorođenčeta?",False
"Poštovani doktore, kada mogu početi sa uvođenjem sokova?",False
"Zanima me sljedeće: dijete diše veoma brzo i teško?",True
"Imam pitanje: koja hrana je najbolja za uvođenje u ishranu?",False
"Dobar dan, kada beba obično počinje govoriti prve riječi?",False
"Dobar dan, koje vitamine treba davati bebi?",False
"Treba mi savjet doktora: koliko sati sna je normalno za bebu od 15 mjeseci.",False
"Treba mi savjet doktora: beba ima ukočen vrat i ne podnosi svjetlo.",True
"Brinem se jer koje vitamine treba davati bebi.",False
"Poštovani doktore, koje vitamine treba davati bebi?",False
"Molim savjet - kako uspostaviti stabilnu rutinu spavanja.",False
"Brinem se jer dijete je dobilo grčeve/konvulzije.",True
"Dobar dan, dijete je progutalo nešto strano ili moguć otrov?",True
"Imam pitanje: dijete ne diše normalno i teško hvata zrak?",True
"Brinem se jer beba povraća bez prestanka već nekoliko sati.",True
"Dobar dan, beba ima visoku temperaturu preko 39 stepeni?",True
"Zanima me sljedeće: novorođenče odbija svaki obrok i letargično je?",True
"Zanima me sljedeće: da li je u redu koristiti cuclu?",False
"Molim savjet - beba ima temperaturu a mlađa je od tri mjeseca.",True
"Treba mi savjet doktora: pojavio se osip koji se brzo širi po tijelu.",True
"Molim savjet - kako uspostaviti stabilnu rutinu spavanja.",False
"Kada mogu očekivati da beba počne sjediti sama. Šta mi savjetujete?",False
"Molim savjet - beba ima temperaturu a mlađa je od tri mjeseca.",True
"Koliko dugo obično traje faza kolika?",False
"Kada mogu početi sa uvođenjem sokova, šta da radim?",False
"Koliko sati sna je normalno za bebu od 19 mjeseci, šta da radim?",False
"Koliko sati sna je normalno za bebu od 18 mjeseci?",False
"Zanima me sljedeće: dijete je progutalo nešto strano ili moguć otrov?",True
"Poštovani doktore, koža bebe je postala jako blijeda ili žuta?",True
"Imam pitanje: dijete ne diše normalno i teško hvata zrak?",True
"Molim savjet - da li trebam brinuti ako beba ne voli određenu hranu.",False
"Dijete je jako pospano i teško ga je probuditi, šta da radim?",True
"Imam pitanje: kada se preporučuje prva redovna vakcina?",False
"Brinem se jer koje igračke su prikladne za uzrast od 21 mjeseci.",False
"Poštovani doktore, dijete je progutalo nešto strano ili moguć otrov?",True
"Kako pripremiti bebu za prvi izlet vani?",False
"Poštovani doktore, da li je normalno da beba često podriguje nakon hranjenja?",False
"Molim savjet - primijetila sam krv u povraćanju kod bebe.",True
"Koje su preporuke za prve cipelice?",False
"Treba mi savjet doktora: primijetila sam krv u stolici kod bebe.",True
"Primijetila sam krv u stolici kod bebe, šta da radim?",True
"Molim savjet - usne i koža oko usta su mu/joj modre.",True
"Molim savjet - beba ima ukočen vrat i ne podnosi svjetlo.",True
"Koje igračke su prikladne za uzrast od 7 mjeseci, šta da radim?",False
"Dobar dan, beba ima jaku bol u stomaku i ne miče se?",True
"Brinem se jer beba je pala i sada povraća i jako je pospana.",True
"Beba se guši i ne može doći do daha. Šta mi savjetujete?",True
"Imam pitanje: primijetila sam krv u stolici kod bebe?",True
"Molim savjet - novorođenče odbija svaki obrok i letargično je.",True
"Koja hrana je najbolja za uvođenje u ishranu. Šta mi savjetujete?",False
"Koje su preporuke za prve cipelice, šta da radim?",False
"Brinem se jer beba ima jaku bol u stomaku i ne miče se.",True
"Molim savjet - dijete je progutalo nešto strano ili moguć otrov.",True
"Poštovani doktore, dijete ne diše normalno i teško hvata zrak?",True
"Molim savjet - pojavio se osip koji se brzo širi po tijelu.",True
"Temperatura ne pada ni nakon lijeka već satima, šta da radim?",True
"Zanima me sljedeće: kada beba obično počinje govoriti prve riječi?",False
"Imam pitanje: dijete se opeklo i koža je jako crvena i mjehuri se?",True
"Poštovani doktore, kada mogu početi sa uvođenjem sokova?",False
"Dobar dan, da li je normalno da beba puno spava tokom dana?",False
"Treba mi savjet doktora: dijete je na trenutak izgubilo svijest.",True
"Dobar dan, primijetila sam krv u stolici kod bebe?",True
"Imam pitanje: kada beba obično počinje govoriti prve riječi?",False
"Molim savjet - koje igračke su prikladne za uzrast od 1 mjeseci.",False
"Molim savjet - kako naučiti bebu da spava cijelu noć.",False
"Poštovani doktore, da li trebam brinuti ako beba ne voli određenu hranu?",False
"Molim savjet - koliko je normalno da beba plače tokom dana.",False
"Koža oko usta i noktiju izgleda siva?",True
"Poštovani doktore, dijete je jako pospano i teško ga je probuditi?",True
"Imam pitanje: dijete ne diše normalno i teško hvata zrak?",True
"Zanima me sljedeće: temperatura ne pada ni nakon lijeka već satima?",True
"Poštovani doktore, dijete diše veoma brzo i teško?",True
"Kako naučiti bebu da spava cijelu noć?",False
"Dijete se opeklo i koža je jako crvena i mjehuri se, šta da radim?",True
"Kada se preporučuje prva redovna vakcina, šta da radim?",False
"Imam pitanje: beba je pala i sada povraća i jako je pospana?",True
"Molim savjet - kada se preporučuje prva redovna vakcina.",False
"Dobar dan, beba je pala i sada povraća i jako je pospana?",True
"Molim savjet - beba je pala i sada povraća i jako je pospana.",True
"Zanima me sljedeće: da li je normalno da beba puno spava tokom dana?",False
"Dijete diše veoma brzo i teško?",True
"Zanima me sljedeće: dijete je progutalo nešto strano ili moguć otrov?",True
"Molim savjet - koje su preporuke za kupanje novorođenčeta.",False
"Brinem se jer primijetila sam krv u stolici kod bebe.",True
"Brinem se jer koje su preporuke za kupanje novorođenčeta.",False
"Treba mi savjet doktora: dijete je na trenutak izgubilo svijest.",True
"Koja hrana je najbolja za uvođenje u ishranu, šta da radim?",False
"Molim savjet - kada mogu početi sa uvođenjem sokova.",False
"Da li je normalno da beba puno spava tokom dana?",False
"Zanima me sljedeće: koliko dugo obično traje faza kolika?",False
"Kako uspostaviti stabilnu rutinu spavanja, šta da radim?",False
"Kada mogu početi sa uvođenjem sokova?",False
"Novorođenče odbija svaki obrok i letargično je?",True
"Primijetila sam krv u povraćanju kod bebe?",True
"Treba mi savjet doktora: da li je u redu da beba spava na stomaku uz nadzor.",False
"Treba mi savjet doktora: pojavio se osip koji se brzo širi po tijelu.",True
"Kako naučiti bebu da spava cijelu noć. Šta mi savjetujete?",False
"Imam pitanje: beba ima visoku temperaturu preko 39 stepeni?",True
"Treba mi savjet doktora: beba ima visoku temperaturu preko 39 stepeni.",True
"Kada beba obično počinje govoriti prve riječi. Šta mi savjetujete?",False
"Koliko sati sna je normalno za bebu od 8 mjeseci?",False
"Imam pitanje: kada se preporučuje prva redovna vakcina?",True
"Primijetila sam krv u povraćanju kod bebe, šta da radim?",True
"Zanima me sljedeće: da li je u redu koristiti cuclu?",False
"Dijete je na trenutak izgubilo svijest. Šta mi savjetujete?",True
"Dijete je progutalo nešto strano ili moguć otrov?",True
"Poštovani doktore, da li je u redu koristiti cuclu?",False
"Poštovani doktore, da li je normalno da beba često podriguje nakon hranjenja?",False
"Imam pitanje: koje vitamine treba davati bebi?",False
"Dijete ne diše normalno i teško hvata zrak. Šta mi savjetujete?",True
"Treba mi savjet doktora: dijete diše veoma brzo i teško.",True
"Treba mi savjet doktora: usne i koža oko usta su mu/joj modre.",True
"Poštovani doktore, beba ima ukočen vrat i ne podnosi svjetlo?",True
"Molim savjet - da li je normalno da beba često podriguje nakon hranjenja.",False
"Zanima me sljedeće: kada mogu početi sa uvođenjem sokova?",False
"Imam pitanje: kada beba počinje jesti čvrstu hranu?",False
"Poštovani doktore, beba ima temperaturu a mlađa je od tri mjeseca?",True
"Treba mi savjet doktora: kada se preporučuje prva redovna vakcina.",False
"Imam pitanje: koliko sati sna je normalno za bebu od 19 mjeseci?",False
"Poštovani doktore, koje su preporuke za prve cipelice?",False
"Imam pitanje: primijetila sam krv u stolici kod bebe?",True
"Zanima me sljedeće: kada mogu početi sa uvođenjem sokova?",False
"Treba mi savjet doktora: dijete je na trenutak izgubilo svijest.",True
"Beba ima ukočen vrat i ne podnosi svjetlo?",True
"Beba hripa i uvlači rebra pri disanju. Šta mi savjetujete?",True
"Imam pitanje: koliko sati sna je normalno za bebu od 12 mjeseci?",False
"Imam pitanje: koliko dugo obično traje faza kolika?",False
"Treba mi savjet doktora: koža bebe je postala jako blijeda ili žuta.",True
"Zanima me sljedeće: dijete je na trenutak izgubilo svijest?",False
"Zanima me sljedeće: beba ima ukočen vrat i ne podnosi svjetlo?",True
"Imam pitanje: beba ne mokri više od 8 sati?",True
"Kada je vrijeme za prvu posjetu zubaru, šta da radim?",False
"Dobar dan, kako uspostaviti stabilnu rutinu spavanja?",False
"Brinem se jer da li je u redu koristiti cuclu.",False
"Dobar dan, kako izgleda zdrav ritam hranjenja za uzrast od 19 mjeseci?",False
"Kako uspostaviti stabilnu rutinu spavanja. Šta mi savjetujete?",False
"Brinem se jer beba ima visoku temperaturu preko 39 stepeni.",True
"Brinem se jer beba ima jaku bol u stomaku i ne miče se.",False
"Zanima me sljedeće: beba povraća bez prestanka već nekoliko sati?",True
"Koje vitamine treba davati bebi, šta da radim?",False
"Molim savjet - kada beba počinje jesti čvrstu hranu.",False
"Poštovani doktore, kako pripremiti bebu za prvi izlet vani?",False
"Treba mi savjet doktora: kada je vrijeme za prvu posjetu zubaru.",False
"Koje igračke su prikladne za uzrast od 10 mjeseci. Šta mi savjetujete?",False
"Brinem se jer beba je pala i sada povraća i jako je pospana.",True
"Kada je vrijeme za prvu posjetu zubaru, šta da radim?",False
"Brinem se jer dijete ne diše normalno i teško hvata zrak.",True
"Poštovani doktore, primijetila sam krv u povraćanju kod bebe?",True
"Brinem se jer kada beba obično počinje govoriti prve riječi.",False
"Poštovani doktore, usne i koža oko usta su mu/joj modre?",True
"Dobar dan, koje igračke su prikladne za uzrast od 2 mjeseci?",False
"Beba jako plače i ne može se smiriti već duže vrijeme, šta da radim?",True
"Dobar dan, da li je normalno da beba često podriguje nakon hranjenja?",False
"Treba mi savjet doktora: kako pripremiti bebu za prvi izlet vani.",False
"Imam pitanje: koliko puta dnevno treba mijenjati pelene?",False
"Imam pitanje: koje vitamine treba davati bebi?",False
"Imam pitanje: primijetila sam krv u povraćanju kod bebe?",True
"Beba se guši i ne može doći do daha, šta da radim?",True
"Koje su preporuke za kupanje novorođenčeta?",False
"Koje igračke su prikladne za uzrast od 10 mjeseci?",False
"Zanima me sljedeće: kako izgleda zdrav ritam hranjenja za uzrast od 9 mjeseci?",False
"Zanima me sljedeće: kada mogu početi sa uvođenjem sokova?",False
"Molim savjet - kada beba počinje jesti čvrstu hranu.",False
"Treba mi savjet doktora: kako pripremiti bebu za prvi izlet vani.",False
"Koliko je normalno da beba plače tokom dana?",False
"Beba ima visoku temperaturu preko 39 stepeni. Šta mi savjetujete?",True
"Beba hripa i uvlači rebra pri disanju, šta da radim?",True
"Brinem se jer da li je normalno da beba puno spava tokom dana.",False
"Beba ima ukočen vrat i ne podnosi svjetlo?",True
"Molim savjet - kada mogu početi sa uvođenjem sokova.",False
"Kada beba počinje jesti čvrstu hranu. Šta mi savjetujete?",False
"Poštovani doktore, koja hrana je najbolja za uvođenje u ishranu?",False
"Koliko dugo obično traje faza kolika, šta da radim?",False
"Dobar dan, kako naučiti bebu da spava cijelu noć?",False
"Imam pitanje: beba ne mokri više od 8 sati?",True
"Beba povraća bez prestanka već nekoliko sati. Šta mi savjetujete?",True
"Beba hripa i uvlači rebra pri disanju, šta da radim?",True
"Dobar dan, koža bebe je postala jako blijeda ili žuta?",True
"Molim savjet - primijetila sam krv u stolici kod bebe.",True
"Koliko je normalno da beba plače tokom dana, šta da radim?",False
"Zanima me sljedeće: dijete diše veoma brzo i teško?",True
"Dobar dan, kako izgleda zdrav ritam hranjenja za uzrast od 4 mjeseci?",False
"Dobar dan, da li je normalno da beba puno spava tokom dana?",False
"Dijete je dobilo grčeve/konvulzije?",True
"Beba se guši i ne može doći do daha, šta da radim?",True
"Brinem se jer koliko puta dnevno treba mijenjati pelene.",False
"Koja hrana je najbolja za uvođenje u ishranu?",False
"Kada mogu početi sa uvođenjem sokova. Šta mi savjetujete?",False
"Treba mi savjet doktora: beba ima ukočen vrat i ne podnosi svjetlo.",True
"Poštovani doktore, da li je u redu da beba spava na stomaku uz nadzor?",False
"Treba mi savjet doktora: kada je vrijeme za prvu posjetu zubaru.",False
"Dobar dan, dijete ne diše normalno i teško hvata zrak?",True
"Brinem se jer beba se guši i ne može doći do daha.",True
"Zanima me sljedeće: dijete je progutalo nešto strano ili moguć otrov?",True
"Brinem se jer kada beba obično počinje govoriti prve riječi.",False
"Molim savjet - beba hripa i uvlači rebra pri disanju.",True
"Dobar dan, da li je normalno da beba puno spava tokom dana?",False
"Zanima me sljedeće: koliko puta dnevno treba mijenjati pelene?",False
"Dobar dan, da li je normalno da beba često podriguje nakon hranjenja?",False
"Imam pitanje: koje su preporuke za prve cipelice?",False
"Imam pitanje: beba jako plače i ne može se smiriti već duže vrijeme?",True
"Zanima me sljedeće: beba ima ukočen vrat i ne podnosi svjetlo?",True
"Primijetila sam krv u stolici kod bebe, šta da radim?",True
"Treba mi savjet doktora: kada mogu očekivati da beba počne sjediti sama.",False
"Primijetila sam krv u stolici kod bebe. Šta mi savjetujete?",True
"Beba ima ukočen vrat i ne podnosi svjetlo. Šta mi savjetujete?",True
"Molim savjet - beba hripa i uvlači rebra pri disanju.",True
"Primijetila sam krv u stolici kod bebe?",True
"Imam pitanje: dijete ne diše normalno i teško hvata zrak?",False
"Poštovani doktore, beba ima temperaturu a mlađa je od tri mjeseca?",True
"Usne i koža oko usta su mu/joj modre, šta da radim?",True
"Molim savjet - temperatura ne pada ni nakon lijeka već satima.",True
"Molim savjet - kada mogu očekivati da beba počne sjediti sama.",False
"Koliko brzo bi trebalo beba da dobija na težini?",False
"Kada mogu početi sa uvođenjem sokova, šta da radim?",False
"Usne i koža oko usta su mu/joj modre. Šta mi savjetujete?",True
"Zanima me sljedeće: da li trebam brinuti ako beba ne voli određenu hranu?",False
"Dobar dan, kako izgleda zdrav ritam hranjenja za uzrast od 19 mjeseci?",False
"Brinem se jer koje su preporuke za prve cipelice.",False
"Treba mi savjet doktora: beba hripa i uvlači rebra pri disanju.",True
"Treba mi savjet doktora: koje su preporuke za prve cipelice.",False
"Kako uspostaviti stabilnu rutinu spavanja. Šta mi savjetujete?",False
"Koje su preporuke za prve cipelice, šta da radim?",False
"Brinem se jer beba hripa i uvlači rebra pri disanju.",True
"Molim savjet - dijete se opeklo i koža je jako crvena i mjehuri se.",True
"Zanima me sljedeće: da li trebam brinuti ako beba ne voli određenu hranu?",False
"Poštovani doktore, kako naučiti bebu da spava cijelu noć?",False
"Koje igračke su prikladne za uzrast od 8 mjeseci?",True
"Treba mi savjet doktora: koja hrana je najbolja za uvođenje u ishranu.",False
"Molim savjet - koliko je normalno da beba plače tokom dana.",False
"Koliko dugo obično traje faza kolika?",False
"Molim savjet - koje vitamine treba davati bebi.",False
"Treba mi savjet doktora: kako uspostaviti stabilnu rutinu spavanja.",False
"Beba se guši i ne može doći do daha, šta da radim?",True
"Brinem se jer koliko je normalno da beba plače tokom dana.",False
"Treba mi savjet doktora: da li je u redu koristiti cuclu.",False
"Kako uspostaviti stabilnu rutinu spavanja?",False
"Koje su preporuke za kupanje novorođenčeta. Šta mi savjetujete?",False
"Molim savjet - primijetila sam krv u povraćanju kod bebe.",True
"Primijetila sam krv u povraćanju kod bebe?",True
"Dobar dan, kada mogu početi sa uvođenjem sokova?",False
"Treba mi savjet doktora: dijete diše veoma brzo i teško.",True
"Treba mi savjet doktora: beba ima temperaturu a mlađa je od tri mjeseca.",True
"Zanima me sljedeće: kako pripremiti bebu za prvi izlet vani?",False
"Molim savjet - kada je vrijeme za prvu posjetu zubaru.",False
"Novorođenče odbija svaki obrok i letargično je, šta da radim?",True
"Dobar dan, kako naučiti bebu da spava cijelu noć?",False
"Dobar dan, dijete je progutalo nešto strano ili moguć otrov?",True
"Poštovani doktore, kada beba obično počinje govoriti prve riječi?",False
"Beba ne mokri više od 8 sati, šta da radim?",True
"Treba mi savjet doktora: kako naučiti bebu da spava cijelu noć.",False
"Kako izgleda zdrav ritam hranjenja za uzrast od 12 mjeseci?",False
"Brinem se jer beba ima ukočen vrat i ne podnosi svjetlo.",True
"Koje igračke su prikladne za uzrast od 23 mjeseci?",False
"Dijete je progutalo nešto strano ili moguć otrov?",True
"Molim savjet - dijete je na trenutak izgubilo svijest.",True
"Poštovani doktore, kada beba obično počinje govoriti prve riječi?",False
"Primijetila sam krv u povraćanju kod bebe. Šta mi savjetujete?",True
"Molim savjet - dijete ne diše normalno i teško hvata zrak.",True
"Brinem se jer da li je normalno da beba često podriguje nakon hranjenja.",True
"Poštovani doktore, koža bebe je postala jako blijeda ili žuta?",True
"Dobar dan, temperatura ne pada ni nakon lijeka već satima?",True
"Dijete se opeklo i koža je jako crvena i mjehuri se, šta da radim?",True
"Dobar dan, da li je normalno da beba puno spava tokom dana?",False
"Usne i koža oko usta su mu/joj modre. Šta mi savjetujete?",True
"Poštovani doktore, koliko dugo obično traje faza kolika?",False
"Molim savjet - beba ima ukočen vrat i ne podnosi svjetlo.",True
"Dobar dan, dijete je jako pospano i teško ga je probuditi?",True
"Poštovani doktore, da li je u redu koristiti cuclu?",False
"Treba mi savjet doktora: dijete se opeklo i koža je jako crvena i mjehuri se.",True
"Novorođenče odbija svaki obrok i letargično je. Šta mi savjetujete?",False
"Dobar dan, beba jako plače i ne može se smiriti već duže vrijeme?",True
"Koliko sati sna je normalno za bebu od 14 mjeseci?",False
"Da li je u redu da beba spava na stomaku uz nadzor, šta da radim?",False
"Molim savjet - da li je u redu da beba spava na stomaku uz nadzor.",False
"Molim savjet - kako pripremiti bebu za prvi izlet vani.",False
"Brinem se jer primijetila sam krv u povraćanju kod bebe.",True
"Molim savjet - beba ne mokri više od 8 sati.",True
"Kada beba počinje jesti čvrstu hranu?",False
"Poštovani doktore, kada mogu početi sa uvođenjem sokova?",False
"Molim savjet - beba povraća bez prestanka već nekoliko sati.",True
"Imam pitanje: beba ima visoku temperaturu preko 39 stepeni?",True
"Imam pitanje: novorođenče odbija svaki obrok i letargično je?",True
"Dobar dan, kada mogu očekivati da beba počne sjediti sama?",False
"Beba ima visoku temperaturu preko 39 stepeni, šta da radim?",True
"Brinem se jer koža oko usta i noktiju izgleda siva.",True
"Imam pitanje: kada mogu očekivati da beba počne sjediti sama?",False
"Zanima me sljedeće: koliko sati sna je normalno za bebu od 14 mjeseci?",False
"Poštovani doktore, primijetila sam krv u povraćanju kod bebe?",True
"Molim savjet - koja hrana je najbolja za uvođenje u ishranu.",False
"Molim savjet - kada beba počinje jesti čvrstu hranu.",False
"Dobar dan, novorođenče odbija svaki obrok i letargično je?",True
"Dobar dan, usne i koža oko usta su mu/joj modre?",True
"Dijete ne diše normalno i teško hvata zrak, šta da radim?",True
"Zanima me sljedeće: koje su preporuke za kupanje novorođenčeta?",False
"Kada beba obično počinje govoriti prve riječi. Šta mi savjetujete?",True
"Beba hripa i uvlači rebra pri disanju. Šta mi savjetujete?",True
"Poštovani doktore, koliko puta dnevno treba mijenjati pelene?",False
"Poštovani doktore, koliko brzo bi trebalo beba da dobija na težini?",False
"Dobar dan, dijete je jako pospano i teško ga je probuditi?",True
"Dobar dan, kada je vrijeme za prvu posjetu zubaru?",False
"Temperatura ne pada ni nakon lijeka već satima?",True
"Imam pitanje: kako naučiti bebu da spava cijelu noć?",False
"Molim savjet - beba jako plače i ne može se smiriti već duže vrijeme.",True
"Zanima me sljedeće: dijete diše veoma brzo i teško?",True
"Molim savjet - temperatura ne pada ni nakon lijeka već satima.",True
"Brinem se jer beba jako plače i ne može se smiriti već duže vrijeme.",True
"Zanima me sljedeće: dijete ne diše normalno i teško hvata zrak?",True
"Koža bebe je postala jako blijeda ili žuta. Šta mi savjetujete?",True
"Temperatura ne pada ni nakon lijeka već satima. Šta mi savjetujete?",True
"Koža oko usta i noktiju izgleda siva?",True
"Treba mi savjet doktora: beba ima jaku bol u stomaku i ne miče se.",True
"Usne i koža oko usta su mu/joj modre, šta da radim?",True
"Beba ima jaku bol u stomaku i ne miče se. Šta mi savjetujete?",True
"Beba jako plače i ne može se smiriti već duže vrijeme. Šta mi savjetujete?",True
"Koliko puta dnevno treba mijenjati pelene, šta da radim?",False
"Treba mi savjet doktora: dijete ne diše normalno i teško hvata zrak.",True
"Dobar dan, koliko sati sna je normalno za bebu od 21 mjeseci?",False
"Imam pitanje: koja hrana je najbolja za uvođenje u ishranu?",False
"Imam pitanje: beba hripa i uvlači rebra pri disanju?",True
"Dobar dan, koja hrana je najbolja za uvođenje u ishranu?",False
"Dobar dan, kada beba obično počinje govoriti prve riječi?",False
"Imam pitanje: kada beba obično počinje govoriti prve riječi?",False
"Brinem se jer beba ima temperaturu a mlađa je od tri mjeseca.",True
"Novorođenče odbija svaki obrok i letargično je?",True
"Imam pitanje: koliko dugo obično traje faza kolika?",False
"Molim savjet - beba je pala i sada povraća i jako je pospana.",True
"Molim savjet - beba ima jaku bol u stomaku i ne miče se.",True
"Da li je normalno da beba puno spava tokom dana?",False
"Poštovani doktore, usne i koža oko usta su mu/joj modre?",True
"Molim savjet - pojavio se osip koji se brzo širi po tijelu.",True
"Imam pitanje: kada beba obično počinje govoriti prve riječi?",False
"Zanima me sljedeće: koliko brzo bi trebalo beba da dobija na težini?",False
"Brinem se jer beba ima temperaturu a mlađa je od tri mjeseca.",True
"Brinem se jer da li je normalno da beba često podriguje nakon hranjenja.",False
"Kako naučiti bebu da spava cijelu noć, šta da radim?",False
"Koje vitamine treba davati bebi. Šta mi savjetujete?",False
"Kada se preporučuje prva redovna vakcina. Šta mi savjetujete?",False
"Kako uspostaviti stabilnu rutinu spavanja?",False
"Treba mi savjet doktora: beba jako plače i ne može se smiriti već duže vrijeme.",True
"Treba mi savjet doktora: dijete je dobilo grčeve/konvulzije.",True
"Zanima me sljedeće: beba ima ukočen vrat i ne podnosi svjetlo?",True
"Molim savjet - koliko brzo bi trebalo beba da dobija na težini.",False
"Dijete se opeklo i koža je jako crvena i mjehuri se. Šta mi savjetujete?",True
"Molim savjet - dijete je progutalo nešto strano ili moguć otrov.",True
"Imam pitanje: novorođenče odbija svaki obrok i letargično je?",True
"Treba mi savjet doktora: beba ima ukočen vrat i ne podnosi svjetlo.",True
"Dijete je progutalo nešto strano ili moguć otrov, šta da radim?",True
"Koja hrana je najbolja za uvođenje u ishranu, šta da radim?",False
"Zanima me sljedeće: kada beba obično počinje govoriti prve riječi?",False
"Dobar dan, beba ima temperaturu a mlađa je od tri mjeseca?",True
"Zanima me sljedeće: da li trebam brinuti ako beba ne voli određenu hranu?",False
"Zanima me sljedeće: beba ima visoku temperaturu preko 39 stepeni?",True
"Imam pitanje: dijete je na trenutak izgubilo svijest?",True
"Primijetila sam krv u povraćanju kod bebe. Šta mi savjetujete?",True
"Molim savjet - kada se preporučuje prva redovna vakcina.",False
"Da li je u redu da beba spava na stomaku uz nadzor?",False
"Dijete je jako pospano i teško ga je probuditi?",True
"Dobar dan, kada je vrijeme za prvu posjetu zubaru?",False
"Da li je normalno da beba puno spava tokom dana. Šta mi savjetujete?",False
